item_name,synonym
(By-the-Foot) 3AWG Orange Stranded CU SIMpull THHN Wire,(by-the-foot) 3awg orange stranded cu simpull thhn wire
(By-the-Foot) 3AWG Yellow Stranded CU SIMpull THHN Wire,(by-the-foot) 3awg yellow stranded cu simpull thhn wire
1/2 in EMT,1/2 in emt
1/2 in compression connectors (water tight),1/2 in compression connectors (water tight)
10 gage wire 1000ft,10 gage wire 1000ft
100 THHN-8-BLK,100 thhn-8-blk
100 amp fuses,100 amp fuses
100 amp vac interrupter,100 amp vac interrupter
100 ft Electrical Wire,100 ft electrical wire
100 ft hdmi cord,100 ft hdmi cord
100 ft. 10 Gauge Red Stranded Copper THHN Wire,100 ft. 10 gauge red stranded copper thhn wire
"100' 3/4"" EMT","100' 3/4"" emt"
100' THHN-8-WHT,100' thhn-8-wht
12 gauge copper wire - 1 ft,12 gauge copper wire - 1 ft
12 gauge wire,12 gauge wire
12/2 Armor MC cable roll,12/2 armor mc cable roll
12/2 MC,12/2 mc
12/2 MC cable,12/2 mc cable
12/3 x 250 ft. Solid CU MC (Metal Clad) Armorlite Cable,12/3 x 250 ft. solid cu mc (metal clad) armorlite cable
12/3 x 50 ft. Solid CU BX/AC (AL Armored Cable) Armorlite Cable,12/3 x 50 ft. solid cu bx/ac (al armored cable) armorlite cable
120v 20a critical circuit 300’+,120v 20a critical circuit 300’+
120xwz timer,120xwz timer
12awg,12awg
14 mc cable,14 mc cable
14awg,14awg
"15-60 AMP 2-POLE, DOUBLE POLE BREAKER","15-60 amp 2-pole, double pole breaker"
15A 600v time delay fuse edison,15a 600v time delay fuse edison
2 THQB breakers 20amp,2 thqb breakers 20amp
2 ea  20 amp breakers,2 ea  20 amp breakers
2 stair stringers,2 stair stringers
20 Amp 2-Pole Circuit Breaker,20 amp 2-pole circuit breaker
20 Amp Breaker,20 amp breaker
20 amp Siemens snap in breaker,20 amp siemens snap in breaker
20 amp TR receptacle,20 amp tr receptacle
20 amp bolt on breaker,20 amp bolt on breaker
20 amp gfci recept.,20 amp gfci recept.
20 amp single pole breaker,20 amp single pole breaker
200 amp segment main load breaker,200 amp segment main load breaker
20A Square D QO Breaker,20a square d qo breaker
20A breaker,20a breaker
20Amp Square-D SQD EGB14020 Circuit Breaker,20amp square-d sqd egb14020 circuit breaker
20amp Breaker,20amp breaker
20amp Cooler breaker,20amp cooler breaker
20amp breakers,20amp breakers
220 amp breakers,220 amp breakers
220v outlet cannon,220v outlet cannon
25 Amp BQ single pole bolt on breakers,25 amp bq single pole bolt on breakers
277-480v wire and flex for protection,277-480v wire and flex for protection
277v breaker panels,277v breaker panels
2x6 treated lumber,2x6 treated lumber
3 phase 45 amp breaker eatonton,3 phase 45 amp breaker eatonton
3 phase breaker,3 phase breaker
3 pole 60 amp breaker,3 pole 60 amp breaker
3 pole volt on 50 amp breaker,3 pole volt on 50 amp breaker
3/0 AWG Copper THHN,3/0 awg copper thhn
3/4 car flex,3/4 car flex
3/4 connectors,3/4 connectors
3/4 emt pipe,3/4 emt pipe
3/4 in. x 10 ft. EMT Conduit x 25,3/4 in. x 10 ft. emt conduit x 25
3/4 in. x 5 ft. Electrical Metallic Tubing (EMT)- Steel Conduit,3/4 in. x 5 ft. electrical metallic tubing (emt)- steel conduit
3/4 straps,3/4 straps
3/4 wp box,3/4 wp box
30 Amp 250-Volt 3-Wire Locking Single Outlet,30 amp 250-volt 3-wire locking single outlet
30 Amp Three Pole Bolt-On Breaker (THQB32030),30 amp three pole bolt-on breaker (thqb32030)
30 am breaker,30 am breaker
30 amp 2 pole breaker,30 amp 2 pole breaker
30 amp 2 pole no relay switch,30 amp 2 pole no relay switch
30 amp 600v dual element time fuse,30 amp 600v dual element time fuse
30 amp breaker,30 amp breaker
30 amp outlet,30 amp outlet
30 amp square d breaker 3p,30 amp square d breaker 3p
350 ft 10-2 mc,350 ft 10-2 mc
3P 70A GE BREAKER,3p 70a ge breaker
3P 90A 600V Rated CH Bolt-in Breakers,3p 90a 600v rated ch bolt-in breakers
3ea New Surge Surpressors,3ea new surge surpressors
3ph 200A breaker,3ph 200a breaker
4 half blank kos,4 half blank kos
4 pin LED exterior can light replacement bulbs,4 pin led exterior can light replacement bulbs
4' Fluorecent bulb pack 10,4' fluorecent bulb pack 10
40A 2-pole breaker,40a 2-pole breaker
4ft LED Ballast Bypass Tubes,4ft led ballast bypass tubes
4x4 extension rings,4x4 extension rings
4x4 shallow metal junction box,4x4 shallow metal junction box
50 AMP Twist Lock Plug,50 amp twist lock plug
5S SS Cover,5s ss cover
"5S box 2-1/8"" Deep MKO","5s box 2-1/8"" deep mko"
60 amp 3p breaker seimens,60 amp 3p breaker seimens
600A Fuse,600a fuse
600v fuse connectors,600v fuse connectors
60amp subpanel,60amp subpanel
70 Amp Breaker 3pole,70 amp breaker 3pole
75 ft. 10 Gauge Black Stranded Copper THHN Wire,75 ft. 10 gauge black stranded copper thhn wire
75 ft. 10 Gauge Blue Stranded Copper THHN Wire,75 ft. 10 gauge blue stranded copper thhn wire
ABB 100 Amp 1 in. 3-Pole Circuit Breaker (THQL32100A),abb 100 amp 1 in. 3-pole circuit breaker (thql32100a)
ABB lighting contactor power pole cr460xp31,abb lighting contactor power pole cr460xp31
ASM C/B 2p 120/240v 60a,asm c/b 2p 120/240v 60a
Ac copacitor,ac copacitor
Ac fillers,ac fillers
Ac tape,ac tape
Ac unit,ac unit
Add Labo,add labo
Adjustable stringer setter,adjustable stringer setter
Air Bags,air bags
Anchors and screws,anchors and screws
Assessment,assessment
Black Tape,black tape
Blank,blank
Bolt on anchors,bolt on anchors
Breaker,breaker
Breaker 20 amp. Gfi,breaker 20 amp. gfi
Breaker Repair,breaker repair
Breaker SRPE30A15 - GE - unit,breaker srpe30a15 - ge - unit
Breaker blanks,breaker blanks
Breaker lock and masterlock,breaker lock and masterlock
Bulbs,bulbs
CC difference,cc difference
Cantex 4 in. x 4 in. x 2 in. Junction Box,cantex 4 in. x 4 in. x 2 in. junction box
"Capacitor, contactor, relays","capacitor, contactor, relays"
Carrier -control Relay-Time-Delay-CEPL130691,carrier -control relay-time-delay-cepl130691
Carrier-HK50AA058-Control-Board,carrier-hk50aa058-control-board
Cerrowire 500 ft. 6 Gauge Black Stranded Copper THHN Wire,cerrowire 500 ft. 6 gauge black stranded copper thhn wire
Cerrowire 500 ft. 8 Gauge Black Stranded Copper THHN Wire,cerrowire 500 ft. 8 gauge black stranded copper thhn wire
Circuit Separation,circuit separation
Circuit finder,circuit finder
Commercial Breaker,commercial breaker
"Commercial Electric 1-Gang Extra Duty Non-Metallic Low Profile While-In-Use Weatherproof Cover Horizontal/Vertical Receptacle Cover, Gray","commercial electric 1-gang extra duty non-metallic low profile while-in-use weatherproof cover horizontal/vertical receptacle cover, gray"
Commercial Electric Gray 1-Gang Horizontal/Vertical Weatherproof Universal Device Cover,commercial electric gray 1-gang horizontal/vertical weatherproof universal device cover
Commercial-Grade Breakers:,commercial-grade breakers:
Conduit,conduit
Connecticut Electric 3-Phases 50 Amp 240-Volt Coil 600-Volt Max Definite Purpose Contactor,connecticut electric 3-phases 50 amp 240-volt coil 600-volt max definite purpose contactor
Connectors,connectors
Connectors and Fittings,connectors and fittings
Contact Cleaner,contact cleaner
Contactor,contactor
Contactor Tcs Basys Sl2105 (apex Controls),contactor tcs basys sl2105 (apex controls)
Contactors,contactors
Control panel  Reprogram,control panel  reprogram
Cord Plug,cord plug
Cut in box,cut in box
Data cord,data cord
Decor switch,decor switch
Diangosis job,diangosis job
Digital Timer Relay,digital timer relay
Din rail stick,din rail stick
Disconnect handle for the Firetrol FTA1930-AM125B + Internal mechanisms,disconnect handle for the firetrol fta1930-am125b + internal mechanisms
Dispsoal,dispsoal
Duel element time delay,duel element time delay
"EATON Surge Protection Device, 3 Phase, 480V, 3 Poles, 3 Wires","eaton surge protection device, 3 phase, 480v, 3 poles, 3 wires"
ELECTRICAL OUTLET,electrical outlet
"EMT conduit, fittings, straps (50 ft run)","emt conduit, fittings, straps (50 ft run)"
Eaton 30-amp disconnect,eaton 30-amp disconnect
Eaton/Cutler-Hammer BAB3040H 3 Pole Circuit Breaker,eaton/cutler-hammer bab3040h 3 pole circuit breaker
Electrical,electrical
Electrical Tape Black and Red,electrical tape black and red
Electrical panel  cover,electrical panel  cover
Electrical tape,electrical tape
Electrical wire,electrical wire
Exit sign,exit sign
Exit sign battery packs,exit sign battery packs
F661 Century 1/4 hp 1725 RPM 56 Frame 115V Split Phase Rigid Base TENV Motor Century # F661,f661 century 1/4 hp 1725 rpm 56 frame 115v split phase rigid base tenv motor century # f661
"Fasteners, sealant, incidentals","fasteners, sealant, incidentals"
Federal Pacific NA2P60 60amp 220V double breaker,federal pacific na2p60 60amp 220v double breaker
Filler Plate cover,filler plate cover
Fuse,fuse
Fuse 60 AMP,fuse 60 amp
Fuse Adapter Plate,fuse adapter plate
GE Power Pole: 2NO/2NC,ge power pole: 2no/2nc
GE PowerMark Plus 125 Amp 4-Space 8-Circuit Single-Phase Indoor Main Lug Circuit Breaker Panel,ge powermark plus 125 amp 4-space 8-circuit single-phase indoor main lug circuit breaker panel
GE Q-Line 20 Amp 1 in. Single-Pole Circuit Breaker,ge q-line 20 amp 1 in. single-pole circuit breaker
GE Q-Line 20 Amp 1/2 in. Single-Pole Circuit Breaker,ge q-line 20 amp 1/2 in. single-pole circuit breaker
GE SEHA36AT0060 breaker,ge seha36at0060 breaker
GFCI Circuit Breaker 120V 20A,gfci circuit breaker 120v 20a
GFCI Outlet with wall plate,gfci outlet with wall plate
GFCI outlet,gfci outlet
GFCI outlets,gfci outlets
GFI RS cover,gfi rs cover
GRK Fasteners #9 x 2-1/2 in. Star Drive Bugle Head R4 Multi-Purpose Screw (100-per Pack),grk fasteners #9 x 2-1/2 in. star drive bugle head r4 multi-purpose screw (100-per pack)
General Electric TEY360 3 Pole Circuit Breaker,general electric tey360 3 pole circuit breaker
Gfi breakers,gfi breakers
Glue,glue
Grease,grease
H E L P E R,h e l p e r
Halex 3-1/2 in. Standard Fitting Steel EMT Set-Screw Coupling (6-Pack),halex 3-1/2 in. standard fitting steel emt set-screw coupling (6-pack)
Halex 3/8 in. Non-Metallic (NM) Twin-Screw Cable Clamp Connectors (5-Pack),halex 3/8 in. non-metallic (nm) twin-screw cable clamp connectors (5-pack)
Half inch conduit carflex,half inch conduit carflex
Half inch connectors weather tight,half inch connectors weather tight
"Hangers, Supports & Mounting Hardware","hangers, supports & mounting hardware"
Hanging materials,hanging materials
INCURRED,incurred
Industrial 3 pole breaker,industrial 3 pole breaker
Industrial walk-in Freezer Fan,industrial walk-in freezer fan
Install/ Replace 20-60a Cartridge Fuse,install/ replace 20-60a cartridge fuse
Insulator,insulator
Isolated ground outlet,isolated ground outlet
Ite 225 amp main breaker,ite 225 amp main breaker
J Box,j box
"JB w/Raised Cover, 20A Rec, MC Fittings, Straps, Screws, Misc. Material","jb w/raised cover, 20a rec, mc fittings, straps, screws, misc. material"
JOB-250721-0503  GFCI/AFC (Easton QBHW2025)breaker 30amp,job-250721-0503  gfci/afc (easton qbhw2025)breaker 30amp
Jbox,jbox
Junction Box,junction box
KNX Actuator,knx actuator
KNX Controller,knx controller
L a b o r,l a b o r
L bracket,l bracket
Label tape,label tape
Labr Remainder,labr remainder
Labr remainder for min,labr remainder for min
"Leviton 15 Amp 125-Volt Combo Self-Test Tamper-Resistant GFCI Outlet and Switch, White","leviton 15 amp 125-volt combo self-test tamper-resistant gfci outlet and switch, white"
Light contactor,light contactor
Limited Access Tracing Short M1l3,limited access tracing short m1l3
Lock Bypass Tool Kit,lock bypass tool kit
Locke rings half,locke rings half
Low peak Fuses,low peak fuses
Lug Kits,lug kits
Lugs,lugs
MC 12/2,mc 12/2
MC 12/2 x 250 ft. Wires,mc 12/2 x 250 ft. wires
MC Cable Connectors & Electrical Fasteners,mc cable connectors & electrical fasteners
MC Cable connections,mc cable connections
MC connectors,mc connectors
Male plug adapter,male plug adapter
Min Rate,min rate
Minor Troubleshooting single fixture testing,minor troubleshooting single fixture testing
Minor electrical supplies,minor electrical supplies
Misc. Electricalsupplies,misc. electricalsupplies
Misc. Parts tape hardware etc,misc. parts tape hardware etc
Misc. Supplies,misc. supplies
"Miscellaneous nuts screws, bolts, tape glue.","miscellaneous nuts screws, bolts, tape glue."
Motion sensor,motion sensor
Mounting Screws/Anchors/Lag Bolts,mounting screws/anchors/lag bolts
Mounting screws,mounting screws
NEMA 14-50 outlet,nema 14-50 outlet
Outlet,outlet
Outlet box & cover,outlet box & cover
Outlet cover,outlet cover
Outlet cover 30 amp,outlet cover 30 amp
Panel Mounting Hardware,panel mounting hardware
Philips Advance Optanium 120/277-Volt 4-Lamp T8 Instant Start Electronic Fluorescent Replacement Ballast,philips advance optanium 120/277-volt 4-lamp t8 instant start electronic fluorescent replacement ballast
Plug,plug
Plug socket,plug socket
Pro-Twist #8 x 1 in. Phillips Pan-Head Self-Drilling Screws (1 lb. Pack),pro-twist #8 x 1 in. phillips pan-head self-drilling screws (1 lb. pack)
RTU,rtu
Raycap SURGE-AC2100FNA07 230V power surge protector,raycap surge-ac2100fna07 230v power surge protector
Receptacle,receptacle
Receptacle cover plate / white,receptacle cover plate / white
Receptacles hubble with covers,receptacles hubble with covers
Red Breaker Lockout,red breaker lockout
Regular,regular
Repairs,repairs
Replaced contactor,replaced contactor
Rigid collar,rigid collar
Romex SIMpull Solid Indoor CU NM-B W/G Individual pack,romex simpull solid indoor cu nm-b w/g individual pack
S/O Cord 75 ft,s/o cord 75 ft
SQUARE D Breaker Circuit Cover,square d breaker circuit cover
SWITCH,switch
Screws,screws
Second visit,second visit
Service minimum time,service minimum time
Shop Supplies,shop supplies
Siemens 20 amp fuse,siemens 20 amp fuse
Siemens 30 Amp Double-Pole Type QP Circuit Breaker,siemens 30 amp double-pole type qp circuit breaker
"Siemens BQD6340 Circuit Breaker, 480 volt, 3 phase","siemens bqd6340 circuit breaker, 480 volt, 3 phase"
Silicone tube,silicone tube
Single Circuit Breaker Installation Single Pole 15 or 20amp,single circuit breaker installation single pole 15 or 20amp
Single bell box,single bell box
Single gange blank,single gange blank
Solid state,solid state
Southwire 100 ft. 10/3 Solid Romex SIMpull CU NM-B W/G Wire,southwire 100 ft. 10/3 solid romex simpull cu nm-b w/g wire
Square D 1 Pole Circuit Breaker,square d 1 pole circuit breaker
Square D 20A Bolt-On Breaker,square d 20a bolt-on breaker
Square D Breaker Box,square d breaker box
Square D EDB14020 20 AMP,square d edb14020 20 amp
Square D Homeline 15 Amp Single-Pole Circuit Breaker(HOM115CP),square d homeline 15 amp single-pole circuit breaker(hom115cp)
Square D Homeline 30 Amp 2-Pole Circuit Breaker(HOM230CP),square d homeline 30 amp 2-pole circuit breaker(hom230cp)
Square D Homeline 30 Amp Single-Pole Circuit Breaker(HOM130CP),square d homeline 30 amp single-pole circuit breaker(hom130cp)
"Square D Miniature Circuit Breaker: 20Amp, 277V AC, Single Phase,  18KA at 120/240V AC, 1 Pole, Std Item 3TW13 Mfr. Model: EDB14020","square d miniature circuit breaker: 20amp, 277v ac, single phase,  18ka at 120/240v ac, 1 pole, std item 3tw13 mfr. model: edb14020"
Square D QO 30 Amp 2-Pole Circuit Breaker(QO230CP),square d qo 30 amp 2-pole circuit breaker(qo230cp)
Square D X Series 20 Amp 125V Tamper Resistant Indoor GFCI Duplex Outlet Decorator Receptacle Back Wire Clamps Matte Black,square d x series 20 amp 125v tamper resistant indoor gfci duplex outlet decorator receptacle back wire clamps matte black
Square d 3 pole bolt in breaker. Qo,square d 3 pole bolt in breaker. qo
SquareD minature gfi circuit breaker,squared minature gfi circuit breaker
Steel EMS SS conn,steel ems ss conn
Steel EMT SS couplers,steel emt ss couplers
Straps and Safety Cord Covers,straps and safety cord covers
Strpas half,strpas half
T r I p,t r i p
T8 Ballast,t8 ballast
TAYMAC N3R Extra Duty Polycarbonate Gray 1-Gang Expandable Weatherproof In-Use Electrical Outlet Cover for Outdoor Outlet,taymac n3r extra duty polycarbonate gray 1-gang expandable weatherproof in-use electrical outlet cover for outdoor outlet
THHN 12/2 x 250 ft. Wires,thhn 12/2 x 250 ft. wires
Terminals,terminals
Terminations,terminations
This is an invoice correction for JOB-250327-3398. Closed out to provider for $272. Invoice amount is $275,this is an invoice correction for job-250327-3398. closed out to provider for $272. invoice amount is $275
Tie Down Kits,tie down kits
Timer cover,timer cover
Tork 30A Timer,tork 30a timer
Total,total
Tr!p Ch@rge,tr!p ch@rge
Transportation,transportation
Twin 20/20 Breaker,twin 20/20 breaker
U joist hangar,u joist hangar
Unbranded Universal Seal 1 in. x 1 in. x 12 ft. Impregnated Expanding Open-Cell Foam Sealant Tape,unbranded universal seal 1 in. x 1 in. x 12 ft. impregnated expanding open-cell foam sealant tape
"WIRE,WIRENUTS,BOLTS","wire,wirenuts,bolts"
Was not late had app issues,was not late had app issues
Weather Proof Wire Connectors,weather proof wire connectors
WindyNation - 100 ft. 6/3 6 Gauge 3 Conductor 600-Volt Black SOOW Cord,windynation - 100 ft. 6/3 6 gauge 3 conductor 600-volt black soow cord
Wing-Nuts & Wire Connectors,wing-nuts & wire connectors
